880000
0.000484,0.004291,0.018185,0.023430,0.018069,0.004668,0.001658,0.000441,0.000513,0.000277,0.001152,0.000931,0.000291,0.000197,0.000019,0.000001,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000186,0.002041,0.009732,0.029508,0.037373,0.033002,0.020047,0.013627,0.021320,0.027831,0.035777,0.053186,0.062810,0.048449,0.027248,0.012895,0.007019,0.003539,0.001208,0.000442,0.000258,0.000202,0.000045,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000536,0.002111,0.007965,0.061056,0.057257,0.029852,0.019133,0.027693,0.024718,0.019975,0.015459,0.021109,0.020095,0.023645,0.018731,0.008327,0.002594,0.000594,0.000136,0.000059,0.000002,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000087,0.003283,0.016044,0.015392,0.008669,0.002518,0.003081,0.003478,0.004002,0.002263,0.001915,0.001080,0.000590,0.000203,0.000041,0.000013,0.000000,0.000000,0.000002,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000093,0.000760,0.002748,0.000464,0.000086,0.000130,0.000367,0.000627,0.001078,0.000911,0.000514,0.000293,0.000157,0.000023,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000148,0.000816,0.000425,0.000024,0.000003,0.000008,0.000033,0.000110,0.000176,0.000301,0.000118,0.000120,0.000039,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000501,0.000298,0.000219,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000108,0.000150,0.000059,0.000018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000032,0.000076,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000191,0.000080,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
